id,URL,Rank,Title,World_Gross,Domestic_Gross,Domestic_Percentage,Foreign_Gross,Foreign_Percentage,Year,domestic_opening_gross,rating,foreign_market_count,genres,distributor,director,actor_1,actor_2,IMDB_link
3501632,/title/tt3501632/?ref_=bo_cso_table_79,79,Thor: Ragnarok,"$853,980,491","$315,058,289",36.9%,"$538,922,202",63.1%,2017,"$122,744,989",PG-13,52,"Action
    
        Adventure
    
        Comedy
    
        Fantasy
    
        Sci-Fi",Walt Disney Studios Motion Pictures,Taika Waititi,Chris Hemsworth,Tom Hiddleston,https://pro.imdb.com/title/tt3501632
1375666,/title/tt1375666/?ref_=bo_cso_table_80,80,Inception,"$836,836,967","$292,576,195",35%,"$544,260,772",65%,2010,"$62,785,337",PG-13,62,"Action
    
        Adventure
    
        Sci-Fi
    
        Thriller",Warner Bros.,Christopher Nolan,Leonardo DiCaprio,Joseph Gordon-Levitt,https://pro.imdb.com/title/tt1375666
1055369,/title/tt1055369/?ref_=bo_cso_table_81,81,Transformers: Revenge of the Fallen,"$836,303,693","$402,111,870",48.1%,"$434,191,823",51.9%,2009,"$108,966,307",PG-13,66,"Action
    
        Adventure
    
        Sci-Fi",DreamWorks,Michael Bay,Shia LaBeouf,Megan Fox,https://pro.imdb.com/title/tt1055369
1673434,/title/tt1673434/?ref_=bo_cso_table_82,82,The Twilight Saga: Breaking Dawn - Part 2,"$829,747,488","$292,324,737",35.2%,"$537,422,751",64.8%,2012,"$141,067,634",PG-13,53,"Adventure
    
        Drama
    
        Fantasy
    
        Romance",Lionsgate,Bill Condon,Kristen Stewart,Robert Pattinson,https://pro.imdb.com/title/tt1673434
0145487,/title/tt0145487/?ref_=bo_cso_table_83,83,Spider-Man,"$825,025,036","$407,022,860",49.3%,"$418,002,176",50.7%,2002,"$114,844,116",PG-13,83,"Action
    
        Adventure
    
        Sci-Fi",Sony Pictures Entertainment (SPE),Sam Raimi,Tobey Maguire,Kirsten Dunst,https://pro.imdb.com/title/tt0145487
0451279,/title/tt0451279/?ref_=bo_cso_table_84,84,Wonder Woman,"$821,847,012","$412,563,408",50.2%,"$409,283,604",49.8%,2017,"$103,251,471",PG-13,44,"Action
    
        Adventure
    
        Fantasy
    
        Sci-Fi
    
        War",Warner Bros.,Patty Jenkins,Gal Gadot,Chris Pine,https://pro.imdb.com/title/tt0451279
0116629,/title/tt0116629/?ref_=bo_cso_table_85,85,Independence Day,"$817,400,891","$306,169,268",37.5%,"$511,231,623",62.5%,1996,"$50,228,264",PG-13,61,"Action
    
        Adventure
    
        Sci-Fi",Twentieth Century Fox,Roland Emmerich,Will Smith,Bill Pullman,https://pro.imdb.com/title/tt0116629
3183660,/title/tt3183660/?ref_=bo_cso_table_86,86,Fantastic Beasts and Where to Find Them,"$814,043,616","$234,037,575",28.8%,"$580,006,041",71.2%,2016,"$74,403,387",PG-13,42,"Adventure
    
        Family
    
        Fantasy",Warner Bros.,David Yates,Eddie Redmayne,Katherine Waterston,https://pro.imdb.com/title/tt3183660
0413267,/title/tt0413267/?ref_=bo_cso_table_87,87,Shrek the Third,"$813,367,380","$322,719,944",39.7%,"$490,647,436",60.3%,2007,"$121,629,270",PG,67,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy",DreamWorks,Chris Miller,Mike Myers,Cameron Diaz,https://pro.imdb.com/title/tt0413267
2380307,/title/tt2380307/?ref_=bo_cso_table_88,88,Coco,"$807,083,888","$209,726,015",26%,"$597,357,873",74%,2017,"$50,802,605",PG,53,"Adventure
    
        Animation
    
        Family
    
        Fantasy
    
        Music
    
        Mystery",Walt Disney Studios Motion Pictures,Lee Unkrich,Anthony Gonzalez,Gael García Bernal,https://pro.imdb.com/title/tt2380307
7975244,/title/tt7975244/?ref_=bo_cso_table_89,89,Jumanji: The Next Level,"$796,575,993","$316,831,246",39.8%,"$479,744,747",60.2%,2019,"$59,251,543",PG-13,74,"Action
    
        Adventure
    
        Comedy
    
        Fantasy",Sony Pictures Entertainment (SPE),Jake Kasdan,Dwayne Johnson,Jack Black,https://pro.imdb.com/title/tt7975244
0304141,/title/tt0304141/?ref_=bo_cso_table_90,90,Harry Potter and the Prisoner of Azkaban,"$796,180,128","$249,975,996",31.4%,"$546,204,132",68.6%,2004,"$93,687,367",PG,48,"Adventure
    
        Family
    
        Fantasy
    
        Mystery",Warner Bros.,Alfonso Cuarón,Daniel Radcliffe,Emma Watson,https://pro.imdb.com/title/tt0304141
1790809,/title/tt1790809/?ref_=bo_cso_table_91,91,Pirates of the Caribbean: Dead Men Tell No Tales,"$794,881,442","$172,558,876",21.7%,"$622,322,566",78.3%,2017,"$62,983,253",PG-13,52,"Action
    
        Adventure
    
        Fantasy",Walt Disney Studios Motion Pictures,Joachim Rønning,Johnny Depp,Geoffrey Rush,https://pro.imdb.com/title/tt1790809
0083866,/title/tt0083866/?ref_=bo_cso_table_92,92,E.T. the Extra-Terrestrial,"$793,482,178","$435,110,554",54.8%,"$358,371,624",45.2%,1982,"$11,835,389",PG,39,"Family
    
        Sci-Fi",Universal Pictures,Steven Spielberg,Henry Thomas,Drew Barrymore,https://pro.imdb.com/title/tt0083866
1190080,/title/tt1190080/?ref_=bo_cso_table_93,93,2012,"$791,217,826","$166,112,167",21%,"$625,105,659",79%,2009,"$65,237,614",PG-13,74,"Action
    
        Adventure
    
        Sci-Fi",Sony Pictures Entertainment (SPE),Roland Emmerich,John Cusack,Thandie Newton,https://pro.imdb.com/title/tt1190080
4912910,/title/tt4912910/?ref_=bo_cso_table_94,94,Mission: Impossible - Fallout,"$791,120,426","$220,159,104",27.8%,"$570,961,322",72.2%,2018,"$61,236,534",PG-13,57,"Action
    
        Adventure
    
        Thriller",Paramount Pictures,Christopher McQuarrie,Tom Cruise,Henry Cavill,https://pro.imdb.com/title/tt4912910
0367882,/title/tt0367882/?ref_=bo_cso_table_95,95,Indiana Jones and the Kingdom of the Crystal Skull,"$790,653,942","$317,101,119",40.1%,"$473,552,823",59.9%,2008,"$100,137,835",PG-13,67,"Action
    
        Adventure",Paramount Pictures,Steven Spielberg,Harrison Ford,Cate Blanchett,https://pro.imdb.com/title/tt0367882
0316654,/title/tt0316654/?ref_=bo_cso_table_96,96,Spider-Man 2,"$788,976,453","$373,585,825",47.4%,"$415,390,628",52.6%,2004,"$88,156,227",PG-13,72,"Action
    
        Adventure
    
        Sci-Fi",Sony Pictures Entertainment (SPE),Sam Raimi,Tobey Maguire,Kirsten Dunst,https://pro.imdb.com/title/tt0316654
1905041,/title/tt1905041/?ref_=bo_cso_table_97,97,Fast & Furious 6,"$788,680,968","$238,679,850",30.3%,"$550,001,118",69.7%,2013,"$97,375,245",PG-13,56,"Action
    
        Adventure
    
        Thriller",Universal Pictures,Justin Lin,Vin Diesel,Paul Walker,https://pro.imdb.com/title/tt1905041
5463162,/title/tt5463162/?ref_=bo_cso_table_98,98,Deadpool 2,"$785,794,179","$324,591,735",41.3%,"$461,202,444",58.7%,2018,"$125,507,153",R,70,"Action
    
        Adventure
    
        Comedy
    
        Sci-Fi",Twentieth Century Fox,David Leitch,Ryan Reynolds,Josh Brolin,https://pro.imdb.com/title/tt5463162
1431045,/title/tt1431045/?ref_=bo_cso_table_99,99,Deadpool,"$782,612,155","$363,070,709",46.4%,"$419,541,446",53.6%,2016,"$132,434,639",R,65,"Action
    
        Adventure
    
        Comedy
    
        Sci-Fi",Twentieth Century Fox,Tim Miller,Ryan Reynolds,Morena Baccarin,https://pro.imdb.com/title/tt1431045
0076759,/title/tt0076759/?ref_=bo_cso_table_100,100,Star Wars: Episode IV - A New Hope,"$775,768,912","$460,998,507",59.4%,"$314,770,405",40.6%,1977,"$1,554,475",PG,Do,"Action
    
        Adventure
    
        Fantasy
    
        Sci-Fi",Twentieth Century Fox,George Lucas,Mark Hamill,Harrison Ford,https://pro.imdb.com/title/tt0076759
2015381,/title/tt2015381/?ref_=bo_cso_table_101,101,Guardians of the Galaxy,"$772,791,483","$333,176,600",43.1%,"$439,614,883",56.9%,2014,"$94,320,883",PG-13,57,"Action
    
        Adventure
    
        Comedy
    
        Sci-Fi",Walt Disney Studios Motion Pictures,James Gunn,Chris Pratt,Vin Diesel,https://pro.imdb.com/title/tt2015381
0382625,/title/tt0382625/?ref_=bo_cso_table_102,102,The Da Vinci Code,"$760,006,945","$217,536,138",28.6%,"$542,470,807",71.4%,2006,"$77,073,388",PG-13,71,"Mystery
    
        Thriller",Sony Pictures Entertainment (SPE),Ron Howard,Tom Hanks,Audrey Tautou,https://pro.imdb.com/title/tt0382625
6806448,/title/tt6806448/?ref_=bo_cso_table_103,103,Fast & Furious Presents: Hobbs & Shaw,"$759,056,935","$173,956,935",22.9%,"$585,100,000",77.1%,2019,"$60,038,950",,65,"Action
    
        Adventure
    
        Thriller",Universal Pictures,David Leitch,Dwayne Johnson,Jason Statham,https://pro.imdb.com/title/tt6806448
1587310,/title/tt1587310/?ref_=bo_cso_table_104,104,Maleficent,"$758,411,779","$241,410,378",31.8%,"$517,001,401",68.2%,2014,"$69,431,298",PG,55,"Action
    
        Adventure
    
        Family
    
        Fantasy
    
        Romance",Walt Disney Studios Motion Pictures,Robert Stromberg,Angelina Jolie,Elle Fanning,https://pro.imdb.com/title/tt1587310
0948470,/title/tt0948470/?ref_=bo_cso_table_105,105,The Amazing Spider-Man,"$757,930,663","$262,030,663",34.6%,"$495,900,000",65.4%,2012,"$62,004,688",PG-13,58,"Action
    
        Adventure
    
        Sci-Fi",Sony Pictures Entertainment (SPE),Marc Webb,Andrew Garfield,Emma Stone,https://pro.imdb.com/title/tt0948470
1951265,/title/tt1951265/?ref_=bo_cso_table_106,106,The Hunger Games: Mockingjay - Part 1,"$755,356,711","$337,135,885",44.6%,"$418,220,826",55.4%,2014,"$121,897,634",PG-13,86,"Action
    
        Adventure
    
        Sci-Fi
    
        Thriller",Lionsgate,Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,https://pro.imdb.com/title/tt1951265
0892791,/title/tt0892791/?ref_=bo_cso_table_107,107,Shrek Forever After,"$752,600,867","$238,736,787",31.7%,"$513,864,080",68.3%,2010,"$70,838,207",PG,60,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy
    
        Romance",DreamWorks,Mike Mitchell,Mike Myers,Cameron Diaz,https://pro.imdb.com/title/tt0892791
1277953,/title/tt1277953/?ref_=bo_cso_table_108,108,Madagascar 3: Europe's Most Wanted,"$746,921,274","$216,391,482",29%,"$530,529,792",71%,2012,"$60,316,738",PG,55,"Adventure
    
        Animation
    
        Comedy
    
        Family",DreamWorks,Eric Darnell,Ben Stiller,Jada Pinkett Smith,https://pro.imdb.com/title/tt1277953
1386697,/title/tt1386697/?ref_=bo_cso_table_109,109,Suicide Squad,"$746,846,894","$325,100,054",43.5%,"$421,746,840",56.5%,2016,"$133,682,248",PG-13,40,"Action
    
        Adventure
    
        Fantasy
    
        Sci-Fi",Warner Bros.,David Ayer,Will Smith,Jared Leto,https://pro.imdb.com/title/tt1386697
1877832,/title/tt1877832/?ref_=bo_cso_table_110,110,X-Men: Days of Future Past,"$746,045,700","$233,921,534",31.4%,"$512,124,166",68.6%,2014,"$90,823,660",PG-13,56,"Action
    
        Adventure
    
        Sci-Fi
    
        Thriller",Twentieth Century Fox,Bryan Singer,Patrick Stewart,Ian McKellen,https://pro.imdb.com/title/tt1877832
0363771,/title/tt0363771/?ref_=bo_cso_table_111,111,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","$745,013,115","$291,710,957",39.2%,"$453,302,158",60.8%,2005,"$65,556,312",PG,41,"Adventure
    
        Family
    
        Fantasy",Walt Disney Studios Motion Pictures,Andrew Adamson,Tilda Swinton,Georgie Henley,https://pro.imdb.com/title/tt0363771
1453405,/title/tt1453405/?ref_=bo_cso_table_112,112,Monsters University,"$743,559,607","$268,492,764",36.1%,"$475,066,843",63.9%,2013,"$82,429,469",G,54,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy",Walt Disney Studios Motion Pictures,Dan Scanlon,Billy Crystal,John Goodman,https://pro.imdb.com/title/tt1453405
0234215,/title/tt0234215/?ref_=bo_cso_table_113,113,The Matrix Reloaded,"$741,847,937","$281,576,461",38%,"$460,271,476",62%,2003,"$91,774,413",R,25,"Action
    
        Sci-Fi",Warner Bros.,Lana Wachowski,Keanu Reeves,Laurence Fishburne,https://pro.imdb.com/title/tt0234215
1049413,/title/tt1049413/?ref_=bo_cso_table_114,114,Up,"$735,099,102","$293,004,164",39.9%,"$442,094,938",60.1%,2009,"$68,108,790",PG,62,"Adventure
    
        Animation
    
        Comedy
    
        Family",Walt Disney Studios Motion Pictures,Pete Docter,Edward Asner,Jordan Nagai,https://pro.imdb.com/title/tt1049413
10627720,/title/tt10627720/?ref_=bo_cso_table_115,115,Ne Zha,"$726,063,471","$3,695,533",0.5%,"$722,367,938",99.5%,2019,"$1,015,755",,6 ,"Action
    
        Adventure
    
        Animation
    
        Family
    
        Fantasy
    
        Thriller",Well Go USA Entertainment,Yu Yang,Yanting Lü,Joseph,https://pro.imdb.com/title/tt10627720
1454468,/title/tt1454468/?ref_=bo_cso_table_116,116,Gravity,"$723,192,705","$274,092,705",37.9%,"$449,100,000",62.1%,2013,"$55,785,112",PG-13,56,"Drama
    
        Sci-Fi
    
        Thriller",Warner Bros.,Alfonso Cuarón,Sandra Bullock,George Clooney,https://pro.imdb.com/title/tt1454468
1843866,/title/tt1843866/?ref_=bo_cso_table_117,117,Captain America: The Winter Soldier,"$714,421,503","$259,766,572",36.4%,"$454,654,931",63.6%,2014,"$95,023,721",PG-13,54,"Action
    
        Adventure
    
        Sci-Fi
    
        Thriller",Walt Disney Studios Motion Pictures,Anthony Russo,Chris Evans,Samuel L. Jackson,https://pro.imdb.com/title/tt1843866
1324999,/title/tt1324999/?ref_=bo_cso_table_118,118,The Twilight Saga: Breaking Dawn - Part 1,"$712,205,856","$281,287,133",39.5%,"$430,918,723",60.5%,2011,"$138,122,261",PG-13,49,"Adventure
    
        Drama
    
        Fantasy
    
        Romance
    
        Thriller",Summit Entertainment,Bill Condon,Kristen Stewart,Robert Pattinson,https://pro.imdb.com/title/tt1324999
1259571,/title/tt1259571/?ref_=bo_cso_table_119,119,The Twilight Saga: New Moon,"$711,025,481","$297,816,253",41.9%,"$413,209,228",58.1%,2009,"$142,839,137",PG-13,58,"Adventure
    
        Drama
    
        Fantasy
    
        Romance",Summit Entertainment,Chris Weitz,Kristen Stewart,Robert Pattinson,https://pro.imdb.com/title/tt1259571
2103281,/title/tt2103281/?ref_=bo_cso_table_120,120,Dawn of the Planet of the Apes,"$710,644,566","$208,545,589",29.4%,"$502,098,977",70.6%,2014,"$72,611,427",PG-13,55,"Action
    
        Adventure
    
        Drama
    
        Sci-Fi",Twentieth Century Fox,Matt Reeves,Gary Oldman,Keri Russell,https://pro.imdb.com/title/tt2103281
0418279,/title/tt0418279/?ref_=bo_cso_table_121,121,Transformers,"$709,709,780","$319,246,193",45%,"$390,463,587",55%,2007,"$70,502,384",PG-13,67,"Action
    
        Adventure
    
        Sci-Fi",DreamWorks,Michael Bay,Shia LaBeouf,Megan Fox,https://pro.imdb.com/title/tt0418279
1872181,/title/tt1872181/?ref_=bo_cso_table_122,122,The Amazing Spider-Man 2,"$708,982,323","$202,853,933",28.6%,"$506,128,390",71.4%,2014,"$91,608,337",PG-13,57,"Action
    
        Adventure
    
        Sci-Fi",Sony Pictures Entertainment (SPE),Marc Webb,Andrew Garfield,Emma Stone,https://pro.imdb.com/title/tt1872181
1396484,/title/tt1396484/?ref_=bo_cso_table_123,123,It,"$701,796,444","$328,828,874",46.9%,"$372,967,570",53.1%,2017,"$123,403,419",R,41,Horror,Warner Bros.,Andy Muschietti,Bill Skarsgård,Jaeden Martell,https://pro.imdb.com/title/tt1396484
7605074,/title/tt7605074/?ref_=bo_cso_table_124,124,The Wandering Earth,"$699,856,699","$5,971,413",0.8%,"$693,885,286",99.2%,2019,"$1,685,287",,5,"Action
    
        Sci-Fi",CMC Pictures,Frant Gwo,Jing Wu,Chuxiao Qu,https://pro.imdb.com/title/tt7605074
1325004,/title/tt1325004/?ref_=bo_cso_table_125,125,The Twilight Saga: Eclipse,"$698,491,347","$300,531,751",43%,"$397,959,596",57%,2010,"$64,832,191",PG-13,57,"Adventure
    
        Drama
    
        Fantasy
    
        Romance",Summit Entertainment,David Slade,Kristen Stewart,Robert Pattinson,https://pro.imdb.com/title/tt1325004
0816692,/title/tt0816692/?ref_=bo_cso_table_126,126,Interstellar,"$696,258,169","$188,020,017",27%,"$508,238,152",73%,2014,"$47,510,360",PG-13,63,"Adventure
    
        Drama
    
        Sci-Fi
    
        Thriller",Paramount Pictures,Christopher Nolan,Matthew McConaughey,Anne Hathaway,https://pro.imdb.com/title/tt0816692
1229238,/title/tt1229238/?ref_=bo_cso_table_127,127,Mission: Impossible - Ghost Protocol,"$694,713,380","$209,397,903",30.1%,"$485,315,477",69.9%,2011,"$12,785,204",PG-13,53,"Action
    
        Adventure
    
        Thriller",Paramount Pictures,Brad Bird,Tom Cruise,Jeremy Renner,https://pro.imdb.com/title/tt1229238
1392170,/title/tt1392170/?ref_=bo_cso_table_128,128,The Hunger Games,"$694,394,724","$408,010,692",58.8%,"$286,384,032",41.2%,2012,"$152,535,747",PG-13,52,"Action
    
        Adventure
    
        Sci-Fi
    
        Thriller",Lionsgate,Gary Ross,Jennifer Lawrence,Josh Hutcherson,https://pro.imdb.com/title/tt1392170
2381249,/title/tt2381249/?ref_=bo_cso_table_129,129,Mission: Impossible - Rogue Nation,"$682,716,636","$195,042,377",28.6%,"$487,674,259",71.4%,2015,"$55,520,089",PG-13,64,"Action
    
        Adventure
    
        Thriller",Paramount Pictures,Christopher McQuarrie,Tom Cruise,Rebecca Ferguson,https://pro.imdb.com/title/tt2381249
1211837,/title/tt1211837/?ref_=bo_cso_table_130,130,Doctor Strange,"$677,796,076","$232,641,920",34.3%,"$445,154,156",65.7%,2016,"$85,058,311",PG-13,52,"Action
    
        Adventure
    
        Fantasy
    
        Sci-Fi",Walt Disney Studios Motion Pictures,Scott Derrickson,Benedict Cumberbatch,Chiwetel Ejiofor,https://pro.imdb.com/title/tt1211837
0167404,/title/tt0167404/?ref_=bo_cso_table_131,131,The Sixth Sense,"$672,806,292","$293,506,292",43.6%,"$379,300,000",56.4%,1999,"$26,681,262",PG-13,4,"Drama
    
        Mystery
    
        Thriller",Walt Disney Studios Motion Pictures,M. Night Shyamalan,Bruce Willis,Haley Joel Osment,https://pro.imdb.com/title/tt0167404
0770828,/title/tt0770828/?ref_=bo_cso_table_132,132,Man of Steel,"$668,045,518","$291,045,518",43.6%,"$377,000,000",56.4%,2013,"$116,619,362",PG-13,54,"Action
    
        Adventure
    
        Sci-Fi",Warner Bros.,Zack Snyder,Henry Cavill,Amy Adams,https://pro.imdb.com/title/tt0770828
0438097,/title/tt0438097/?ref_=bo_cso_table_133,133,Ice Age: The Meltdown,"$667,094,506","$195,330,621",29.3%,"$471,763,885",70.7%,2006,"$68,033,544",PG,72,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy",Twentieth Century Fox,Carlos Saldanha,Ray Romano,John Leguizamo,https://pro.imdb.com/title/tt0438097
1302011,/title/tt1302011/?ref_=bo_cso_table_134,134,Kung Fu Panda 2,"$665,692,281","$165,249,063",24.8%,"$500,443,218",75.2%,2011,"$47,656,302",PG,65,"Action
    
        Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy",DreamWorks,Jennifer Yuh Nelson,Jack Black,Angelina Jolie,https://pro.imdb.com/title/tt1302011
1951266,/title/tt1951266/?ref_=bo_cso_table_135,135,The Hunger Games: Mockingjay - Part 2,"$658,344,137","$281,723,902",42.8%,"$376,620,235",57.2%,2015,"$102,665,981",PG-13,61,"Action
    
        Adventure
    
        Sci-Fi
    
        Thriller",Lionsgate,Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,https://pro.imdb.com/title/tt1951266
0974015,/title/tt0974015/?ref_=bo_cso_table_136,136,Justice League,"$657,926,987","$229,024,295",34.8%,"$428,902,692",65.2%,2017,"$93,842,239",PG-13,43,"Action
    
        Adventure
    
        Fantasy
    
        Sci-Fi",Warner Bros.,Zack Snyder,Ben Affleck,Gal Gadot,https://pro.imdb.com/title/tt0974015
2245084,/title/tt2245084/?ref_=bo_cso_table_137,137,Big Hero 6,"$657,869,421","$222,527,828",33.8%,"$435,341,593",66.2%,2014,"$56,215,889",PG,61,"Action
    
        Adventure
    
        Animation
    
        Family
    
        Sci-Fi",Walt Disney Studios Motion Pictures,Don Hall,Ryan Potter,Scott Adsit,https://pro.imdb.com/title/tt2245084
