,Title,Foreign_Gross,domestic_opening_gross,foreign_market_count,Years_Since_Release,Is_Adaptation,Is_Sequel,Sony Pictures Entertainment (SPE),Twentieth Century Fox,Universal Pictures,Walt Disney Studios Motion Pictures,Warner Bros.,Action,Adventure,Comedy,G,PG,PG-13,Is_Animation,Is_Family,Is_Horror,Is_Sci-Fi,Is_Fantasy,Is_Romance,imdb_title_id,weighted_average_vote
192,Tangled,391639796,48767052,61,10,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,tt0398286,7.7
193,The Island,127130251,12409070,48,15,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt0399201,6.8
194,Open Season,115706430,23624548,75,14,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,tt0400717,6.1
195,John Carter,211061000,30180188,52,8,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,tt0401729,6.6
196,Sin City,84630000,28100000,39,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0401792,8.0
197,The Exorcism of Emily Rose,70094350,30054300,72,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,tt0404032,6.7
198,Million Dollar Baby,116271443,179953,41,16,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,tt0405159,8.1
199,The 40-Year-Old Virgin,67929408,21422815,54,15,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,tt0405422,7.1
200,War of the Worlds,369592765,64878725,65,15,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,tt0407304,6.5
201,The Departed,159080719,26887467,46,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,tt0407887,8.5
202,Sweeney Todd: The Demon Barber of Fleet Street,100485554,9300805,59,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,tt0408236,7.3
203,Flightplan,133680000,24629938,41,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,tt0408790,6.3
204,Poseidon,121000000,22155410,47,14,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,tt0409182,5.7
205,Watchmen,77873014,55214334,66,11,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,tt0409459,7.6
206,Cowboys & Aliens,74581774,36431290,62,9,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt0409847,6.0
207,Hellboy II: The Golden Army,92332740,34539115,68,12,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,tt0411477,7.0
208,Evan Almighty,73978426,31192615,60,13,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,tt0413099,5.4
209,Shrek the Third,490647436,121629270,67,13,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,tt0413267,6.1
210,Spider-Man 3,558453070,151116516,80,13,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt0413300,6.2
211,Charlotte's Web,65978114,11457353,58,14,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,tt0413895,6.3
212,Talladega Nights: The Ballad of Ricky Bobby,15148718,47042215,39,14,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,tt0415306,6.6
213,The Spiderwick Chronicles,92975274,19004058,68,12,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,tt0416236,6.5
214,300,245453242,70885301,62,13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,tt0416449,7.6
215,Harry Potter and the Half-Blood Prince,632114344,77835727,63,11,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,tt0417741,7.6
216,Transformers,390463587,70502384,67,13,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt0418279,7.0
217,The Curious Case of Benjamin Button,208293460,26853816,62,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,tt0421715,7.8
218,Big Momma's House 2,71356989,27736056,60,14,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,tt0421729,4.7
219,Surf's Up,93138019,17640249,74,13,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,tt0423294,6.7
220,Flushed Away,113615882,18814323,60,14,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,tt0424095,6.6
221,Get Smart,100366245,38683480,62,12,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,tt0425061,6.5
222,Hairspray,84681073,27800000,62,13,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,tt0427327,6.6
223,The A-Team,100016697,25669455,58,10,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt0429493,6.7
224,Miami Vice,100780826,25723815,66,14,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt0430357,6.0
225,P.S. I Love You,103139531,6481221,53,13,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,tt0431308,7.0
226,Resident Evil: Extinction,97069154,23678580,59,13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,tt0432021,6.3
227,Saw II,60708540,31725652,34,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,tt0432348,6.6
228,Real Steel,213800000,27319677,51,9,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,tt0433035,7.1
229,G-Force,173381071,31706934,60,11,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,tt0436339,5.1
230,Alita: Battle Angel,319142333,28525613,49,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt0437086,7.3
231,Ice Age: The Meltdown,471763885,68033544,72,14,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,tt0438097,6.8
232,Terminator Salvation,246030532,42558390,73,11,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,tt0438488,6.5
233,The Bourne Ultimatum,216628965,69283690,68,13,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt0440963,8.0
234,Kung Fu Panda,416311606,60239130,69,12,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,tt0441773,7.5
235,Beowulf,114113166,27515871,61,13,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,tt0442933,6.2
236,Lincoln,93085477,944308,51,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,tt0443272,7.3
237,Vantage Point,79773576,22874936,77,12,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt0443274,6.6
238,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,134046935,26455463,56,14,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,tt0443453,7.3
239,Dreamgirls,52064379,378950,59,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,tt0443489,6.5
240,"10,000 BC",175000000,35867488,64,12,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,tt0443649,5.1
241,Blades of Glory,27115799,33014202,36,13,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,tt0445934,6.3
242,Knowing,103700864,24604751,57,13,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt0448011,6.2
243,Shazam!,225600000,53505326,45,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,tt0448115,7.1
244,Hancock,401497154,62603879,79,12,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,tt0448157,6.4
245,Puss in Boots,405726973,34077439,53,9,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,tt0448694,6.6
246,Eragon,175395349,23239907,71,14,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,tt0449010,5.1
247,Pirates of the Caribbean: At World's End,651576067,114732820,62,13,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,tt0449088,7.1
248,Blood Diamond,114342482,8648324,44,14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,tt0450259,8.0
249,Wonder Woman,409283604,103251471,44,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,tt0451279,7.4
250,The Break-Up,86964935,39172785,61,14,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,tt0452594,5.8
251,Mr. Bean's Holiday,198923741,9889780,68,13,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,tt0453451,6.4
252,Deja Vu,116518934,20574802,39,14,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,tt0453467,7.0
253,Inside Man,97490096,28954945,62,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0454848,7.6
254,Life of Pi,484029542,22451514,55,8,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,tt0454876,7.9
255,The Pursuit of Happyness,143561166,26541709,75,14,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,tt0454921,8.0
256,Garfield: A Tail of Two Kitties,114899223,7288977,71,14,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,tt0455499,5.0
257,Australia,162233509,14800723,77,12,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,tt0455824,6.6
258,The Equalizer,90800000,34137828,59,6,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt0455944,7.2
259,The Holiday,142617036,12778913,64,14,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,tt0457939,6.9
260,Captain America: The First Avenger,193915269,65058524,64,9,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt0458339,6.9
261,The Devil Wears Prada,201965442,27537244,72,14,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,tt0458352,6.9
262,X-Men Origins: Wolverine,193179707,85058003,75,11,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt0458525,6.6
263,Enchanted,212680390,34440317,61,13,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,tt0461770,7.0
264,The Simpsons Movie,353279256,74036787,72,13,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,tt0462538,7.3
265,The Fast and the Furious: Tokyo Drift,96450195,23973840,65,14,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt0463985,6.0
266,National Treasure: Book of Secrets,239278134,44783772,62,13,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,tt0465234,6.5
267,Juno,88877416,413869,57,13,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,tt0467406,7.4
268,The Dark Knight,470221464,158411483,63,12,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,tt0468569,9.0
269,World Trade Center,92968305,18730762,65,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,tt0469641,5.9
270,Tower Heist,74884053,24025190,52,9,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt0471042,6.2
271,The Smurfs,421135165,35611637,81,9,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,tt0472181,5.4
272,Prince of Persia: The Sands of Time,245606000,30095259,59,11,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,tt0473075,6.6
273,Norbit,64140883,34195434,63,13,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,tt0477051,4.1
274,Unstoppable,86242524,22688457,67,10,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt0477080,6.8
275,Night at the Museum,323617573,30433781,71,14,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,tt0477347,6.4
276,No Country for Old Men,97343541,1202000,65,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0477348,8.1
277,21,78649005,24105943,74,12,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,tt0478087,6.8
278,Knocked Up,71153500,30690990,61,13,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,tt0478311,6.9
279,Ant-Man,339109802,57225526,61,5,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,tt0478970,7.3
280,Rocky Balboa,85658077,12158168,69,14,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,tt0479143,7.1
281,Madagascar: Escape 2 Africa,423889404,63106589,67,12,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,tt0479952,6.6
282,I Am Legend,329017042,77211321,61,13,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,tt0480249,7.2
283,The Croods,400036243,43639736,55,7,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,tt0481499,7.2
284,Fantastic 4: Rise of the Silver Surfer,169991393,58051684,73,13,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,tt0486576,5.6
285,Wild Hogs,85351877,39699023,62,13,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,tt0486946,5.8
286,Jumper,144959985,27354808,73,12,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt0489099,6.1
287,Saw III,84635551,33610391,36,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,tt0489270,6.2
288,The Game Plan,57232341,22950971,45,13,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,tt0492956,6.1
289,Wanted,207954512,50927085,69,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt0493464,6.7
290,Ocean's Thirteen,194157900,36133403,61,13,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,tt0496806,6.9
291,The Chronicles of Narnia: Prince Caspian,278044078,55034805,63,12,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,tt0499448,6.5
292,Avatar,2029931467,77025481,77,11,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,tt0499549,7.8
293,Music and Lyrics,95323833,13623630,57,13,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,tt0758766,6.5
294,I Now Pronounce You Chuck & Larry,67074561,34233750,60,13,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,tt0762107,5.9
295,American Gangster,139590785,43565135,68,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0765429,7.8
296,Man of Steel,377000000,116619362,54,7,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,tt0770828,7.0
297,The Wolfman,77810085,31479235,58,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,tt0780653,5.8
298,Jack Reacher,138269859,15210156,54,8,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt0790724,7.0
299,Mamma Mia!,465743920,27751240,68,12,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,tt0795421,6.4
300,Star Trek,127950427,75204289,65,11,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt0796366,7.9
301,The Incredible Hulk,129964083,55414050,70,12,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt0800080,6.7
302,Clash of the Titans,330000105,61235105,59,10,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,tt0800320,5.8
303,Thor,268295994,65723338,66,9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,tt0800369,7.0
304,Warcraft,391683624,24166110,66,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,tt0803096,6.8
305,Angels & Demons,352554970,46204168,79,11,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt0808151,6.7
306,Jack and Jill,75515631,25003575,50,9,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,tt0810913,3.3
307,Percy Jackson & the Olympians: The Lightning Thief,137728906,31236067,60,10,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,tt0814255,5.9
308,Seven Pounds,99797105,14851136,77,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,tt0814314,7.6
309,Interstellar,508238152,47510360,63,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,tt0816692,8.6
310,World War Z,337648165,66411834,53,7,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,tt0816711,7.0
311,Valentine's Day,106000000,56260707,58,10,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,tt0817230,5.7
312,Marley & Me,112589342,36357586,75,12,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,tt0822832,7.1
313,The Bucket List,81906000,335837,59,13,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,tt0825232,7.4
314,Dracula Untold,160843925,23514615,57,6,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,tt0829150,6.3
315,Superbad,49349300,33052411,58,13,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,tt0829482,7.6
316,Quantum of Solace,421212055,67528882,81,12,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt0830515,6.6
317,Godzilla,324300000,93188384,55,6,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,tt0831387,6.4
318,Hotel Transylvania,210062555,42522194,57,8,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,tt0837562,7.1
319,The Town,61839874,23808032,50,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,tt0840361,7.5
320,Cloudy with a Chance of Meatballs,118135851,30304648,76,11,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,tt0844471,6.9
321,The Avengers,895457605,207438708,60,8,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,tt0848228,8.0
322,Epic,160907952,33531068,53,7,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,tt0848537,6.7
323,The Mummy: Tomb of the Dragon Emperor,300958054,40457770,70,12,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,tt0859163,5.2
324,Mr. Peabody & Sherman,164191609,32207057,55,6,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,tt0864835,6.8
325,The Blind Side,53248834,34119372,33,11,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,tt0878804,7.6
326,Eat Pray Love,124020006,23104523,65,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,tt0879870,5.8
327,Burn After Reading,103373555,19128001,61,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,tt0887883,7.0
328,Brüno,78751301,30619130,43,11,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,tt0889583,5.8
329,Saw IV,76052538,31756764,52,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,tt0890870,5.9
330,How to Train Your Dragon,277297528,43732319,59,10,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,tt0892769,8.1
331,Monsters vs. Aliens,183158344,59321095,67,11,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,tt0892782,6.4
332,Shrek Forever After,513864080,70838207,60,10,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,tt0892791,6.3
333,The Hobbit: An Unexpected Journey,714000000,84617303,56,8,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,tt0903624,7.8
334,The Legend of Tarzan,230057296,38527856,38,4,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,tt0918940,6.2
335,Harry Potter and the Deathly Hallows: Part 1,680617869,125017372,69,10,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,tt0926084,7.7
336,Taken,81836771,24717037,61,12,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt0936501,7.8
337,The Last Airbender,187941694,40325019,60,10,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,tt0938283,4.0
338,Tropic Thunder,85187498,25812796,65,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt0942385,7.0
339,Salt,175191986,36011243,62,10,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt0944835,6.4
340,Source Code,92620470,14812094,51,9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt0945513,7.5
341,Black Swan,222443368,1443809,56,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0947798,8.0
342,Green Zone,119657778,14309295,33,11,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt0947810,6.8
343,The Amazing Spider-Man,495900000,62004688,58,8,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt0948470,6.9
344,The Happening,98896925,30517109,74,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0949731,5.0
345,Alvin and the Chipmunks,148025572,44307417,71,13,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,tt0952640,5.2
346,Robin Hood,216400011,36063385,59,10,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt0955308,6.6
347,You Don't Mess with the Zohan,104294563,38531374,65,12,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,tt0960144,5.5
348,Bedtime Stories,102772889,27450296,60,12,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,tt0960731,6.0
349,High School Musical 3,162349761,42030184,61,12,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,tt0962726,4.8
350,The Sorcerer's Apprentice,152132751,17619622,60,10,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,tt0963966,6.1
351,Hugo,111905653,11364505,48,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,tt0970179,7.5
352,The Day the Earth Stood Still,153726881,30480153,75,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,tt0970416,5.5
353,Little Fockers,162211985,30833665,57,10,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,tt0970866,5.5
354,Justice League,428902692,93842239,43,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,tt0974015,6.3
355,The Chronicles of Narnia: The Voyage of the Dawn Treader,311299267,24005069,75,10,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,tt0980970,6.3
356,The Adventures of Tintin,296402120,9720993,61,9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,tt0983193,7.3
357,Valkyrie,118467684,21027007,76,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,tt0985699,7.1
358,Sherlock Holmes,315000000,62304277,59,11,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,tt0988045,7.6
359,27 Dresses,85846697,23007725,68,12,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,tt0988595,6.1
360,The Green Hornet,129037206,33526876,76,9,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt0990407,5.8
361,The Wolf of Wall Street,275100000,18361578,49,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0993846,8.2
362,Sex and the City,266118063,57038404,67,12,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,tt1000774,5.6
363,He's Just Not That Into You,84912505,27785487,60,11,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,tt1001508,6.4
364,Megamind,173469912,46016833,57,10,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,tt1001526,7.2
365,Slumdog Millionaire,237090185,360018,69,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,tt1010048,8.0
366,Fast & Furious,205300000,70950500,65,11,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt1013752,6.6
367,Alice in Wonderland,691276693,116101023,60,10,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,tt1014759,6.4
368,Beverly Hills Chihuahua,54778086,29300465,51,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,tt1014775,3.8
369,Step Up 2: The Streets,92970599,18908826,46,12,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,tt1023481,6.2
370,Argo,96300000,19458109,51,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,tt1024648,7.7
371,Gemini Man,124922746,20552372,57,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt1025100,5.7
372,The Descendants,94659025,1190096,51,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,tt1033575,7.3
373,What Happens in Vegas,139097916,20172474,73,12,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,tt1033643,6.1
374,The Book of Eli,62272696,32789494,51,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,tt1037705,6.9
375,The Proposal,153417000,33627598,61,11,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,tt1041829,6.7
376,Silver Linings Playbook,104319495,443003,47,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,tt1045658,7.7
377,G.I. Joe: The Rise of Cobra,152267519,54713046,66,11,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt1046173,5.8
378,Up,442094938,68108790,62,11,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,tt1049413,8.2
379,Goosebumps,78180573,23618556,62,5,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,tt1051904,6.3
380,Transformers: Revenge of the Fallen,434191823,108966307,66,11,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt1055369,6.0
381,Eagle Eye,77326640,29150721,67,12,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt1059786,6.6
382,Cloverfield,92345747,40058229,65,12,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,tt1060277,7.0
383,A Christmas Carol,187430783,30051075,59,11,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,tt1067106,6.8
384,Yes Man,125550661,18262471,62,12,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,tt1068680,6.8
385,Skyfall,804200736,88364714,57,8,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt1074638,7.7
