,id,Title,Domestic_Gross,Foreign_Gross,domestic_opening_gross,rating,foreign_market_count,distributor,director,actor_1,actor_2,Years_Since_Release,Is_Adaptation,Is_Sequel,Sony Pictures Entertainment (SPE),Twentieth Century Fox,Universal Pictures,Walt Disney Studios Motion Pictures,Warner Bros.,Action,Adventure,Comedy
269,803096,Warcraft,"$47,365,290","$391,683,624","$24,166,110",PG-13,66,Universal Pictures,Duncan Jones,Travis Fimmel,Paula Patton,4,0,0,0,0,1,0,0,1,0,0
762,1473832,Bridget Jones's Baby,"$24,252,420","$187,700,000","$8,571,785",R,61,Universal Pictures,Sharon Maguire,Renée Zellweger,Gemma Jones,4,0,0,0,0,1,0,0,0,0,1
403,1293847,xXx: Return of Xander Cage,"$44,898,413","$301,219,864","$20,130,142",PG-13,55,Paramount Pictures,D.J. Caruso,Vin Diesel,Donnie Yen,3,0,1,0,0,0,0,0,1,0,0
420,2034800,The Great Wall,"$45,540,830","$289,393,001","$18,469,620",PG-13,64,Universal Pictures,Yimou Zhang,Matt Damon,Tian Jing,4,0,0,0,0,1,0,0,1,0,0
674,453451,Mr. Bean's Holiday,"$33,302,167","$198,923,741","$9,889,780",G,68,Universal Pictures,Steve Bendelack,Rowan Atkinson,Willem Dafoe,13,0,0,0,0,1,0,0,0,0,1
473,6723592,Tenet,"$45,100,000","$262,000,000","$20,200,000",PG-13,31,Warner Bros.,Christopher Nolan,John David Washington,Robert Pattinson,0,0,0,0,0,0,0,1,1,0,0
569,317198,Bridget Jones: The Edge of Reason,"$40,226,215","$224,900,703","$8,684,055",R,60,Universal Pictures,Beeban Kidron,Renée Zellweger,Colin Firth,16,0,1,0,0,1,0,0,0,0,1
713,1981128,Geostorm,"$33,700,160","$187,900,000","$13,707,376",PG-13,41,Warner Bros.,Dean Devlin,Gerard Butler,Jim Sturgess,3,0,0,0,0,0,0,1,1,0,0
717,3062096,Inferno,"$34,343,574","$185,677,685","$14,860,425",PG-13,63,Sony Pictures Entertainment (SPE),Ron Howard,Tom Hanks,Felicity Jones,4,1,1,1,0,0,0,0,1,0,0
298,3416828,Ice Age: Collision Course,"$64,063,008","$344,516,030","$21,373,064",PG,53,Twentieth Century Fox,Mike Thurmeier,Ray Romano,Denis Leary,4,0,1,0,1,0,0,0,0,1,0
1043,274166,Johnny English,"$28,082,366","$132,383,634","$9,134,085",PG,56,Universal Pictures,Peter Howitt,Rowan Atkinson,John Malkovich,17,0,0,0,0,1,0,0,1,0,0
649,1855325,Resident Evil: Retribution,"$42,345,531","$197,813,724","$21,052,227",R,52,Screen Gems,Paul W.S. Anderson,Milla Jovovich,Sienna Guillory,8,0,1,0,0,0,0,0,1,0,0
686,4468740,Paddington 2,"$40,891,591","$187,087,054","$11,001,961",PG,77,Warner Bros.,Paul King,Ben Whishaw,Hugh Grant,3,1,1,0,0,0,0,1,0,1,0
654,1320261,Gulliver's Travels,"$42,779,261","$194,603,463","$6,307,691",PG,61,Twentieth Century Fox,Rob Letterman,Jack Black,Emily Blunt,10,1,0,0,1,0,0,0,0,1,0
698,2239822,Valerian and the City of a Thousand Planets,"$41,189,488","$184,684,740","$17,007,624",PG-13,63,STX Entertainment,Luc Besson,Dane DeHaan,Cara Delevingne,3,0,0,0,0,0,0,0,1,0,0
746,2333784,The Expendables 3,"$39,322,544","$175,335,033","$15,879,645",PG-13,51,Lionsgate,Patrick Hughes,Sylvester Stallone,Jason Statham,6,0,1,0,0,0,0,0,1,0,0
18,4630562,The Fate of the Furious,"$226,008,385","$1,009,996,733","$98,786,705",PG-13,65,Universal Pictures,F. Gary Gray,Vin Diesel,Jason Statham,3,0,1,0,0,1,0,0,1,0,0
69,1667889,Ice Age: Continental Drift,"$161,321,843","$715,922,939","$46,629,259",PG,55,Twentieth Century Fox,Steve Martino,Ray Romano,Denis Leary,8,0,1,0,1,0,0,0,0,1,0
1147,1618442,The Last Witch Hunter,"$27,367,660","$119,569,250","$10,812,861",PG-13,56,Lionsgate,Breck Eisner,Vin Diesel,Rose Leslie,5,0,0,0,0,0,0,0,1,0,0
344,385752,The Golden Compass,"$70,107,728","$302,127,136","$26,125,000",PG-13,64,New Line Cinema,Chris Weitz,Nicole Kidman,Daniel Craig,13,1,0,0,0,0,0,0,0,1,0
954,211915,Amélie,"$33,225,499","$140,699,243","$136,470",R,20,Miramax,Jean-Pierre Jeunet,Audrey Tautou,Mathieu Kassovitz,19,0,0,0,0,0,0,0,0,0,1
421,3110958,Now You See Me 2,"$65,075,540","$269,822,066","$22,383,146",PG-13,67,Lionsgate,Jon M. Chu,Jesse Eisenberg,Mark Ruffalo,4,0,1,0,0,0,0,0,1,0,0
297,2345759,The Mummy,"$80,227,895","$329,003,712","$31,688,375",PG-13,65,Universal Pictures,Alex Kurtzman,Tom Cruise,Sofia Boutella,3,1,0,0,0,1,0,0,1,0,0
1162,455499,Garfield: A Tail of Two Kitties,"$28,426,747","$114,899,223","$7,288,977",PG,71,Twentieth Century Fox,Tim Hill,Breckin Meyer,Jennifer Love Hewitt,14,0,1,0,1,0,0,0,0,1,0
659,347149,Howl's Moving Castle,"$5,576,743","$230,636,249","$427,987",PG,28,Walt Disney Studios Motion Pictures,Hayao Miyazaki,Chieko Baishô,Takuya Kimura,16,0,0,0,0,0,1,0,0,1,0
280,1675434,The Intouchables,"$10,198,820","$416,389,690","$103,507",R,49,The Weinstein Company,Olivier Nakache,François Cluzet,Omar Sy,9,0,0,0,0,0,0,0,0,0,0
1059,6921996,Johnny English Strikes Again,"$4,412,170","$154,560,329","$1,638,895",PG,65,Universal Pictures,David Kerr,Rowan Atkinson,Ben Miller,2,0,1,0,0,1,0,0,1,0,0
494,1220634,Resident Evil: Afterlife,"$60,128,566","$240,099,518","$26,650,264",R,58,Screen Gems,Paul W.S. Anderson,Milla Jovovich,Ali Larter,10,0,1,0,0,0,0,0,1,0,0
525,4500922,Maze Runner: The Death Cure,"$58,032,443","$230,142,892","$24,167,011",PG-13,70,Twentieth Century Fox,Wes Ball,Dylan O'Brien,Ki Hong Lee,2,1,1,0,1,0,0,0,1,0,0
399,2017020,The Smurfs 2,"$71,017,784","$276,527,576","$17,548,389",PG,57,Sony Pictures Entertainment (SPE),Raja Gosnell,Neil Patrick Harris,Jayma Mays,7,0,1,1,0,0,0,0,0,1,0
267,1340138,Terminator Genisys,"$89,760,956","$350,842,581","$27,018,486",PG-13,60,Paramount Pictures,Alan Taylor,Arnold Schwarzenegger,Jason Clarke,5,0,0,0,0,0,0,0,1,0,0
999,346491,Alexander,"$34,297,191","$133,001,001","$13,687,087",R,52,Warner Bros.,Oliver Stone,Colin Farrell,Anthony Hopkins,16,0,0,0,0,0,0,1,1,0,0
158,454876,Life of Pi,"$124,987,023","$484,029,542","$22,451,514",PG,55,Twentieth Century Fox,Ang Lee,Suraj Sharma,Irrfan Khan,8,1,0,0,1,0,0,0,0,1,0
517,2557478,Pacific Rim: Uprising,"$59,874,525","$231,055,623","$28,116,535",PG-13,65,Universal Pictures,Steven S. DeKnight,John Boyega,Scott Eastwood,2,0,1,0,0,1,0,0,1,0,0
589,6751668,Parasite,"$53,369,749","$204,158,673","$393,216",R,34,Neon,Bong Joon Ho,Kang-ho Song,Sun-kyun Lee,1,0,0,0,0,0,0,0,0,0,1
1119,2404233,Gods of Egypt,"$31,153,464","$119,527,400","$14,123,903",PG-13,54,Lionsgate,Alex Proyas,Brenton Thwaites,Nikolaj Coster-Waldau,5,0,0,0,0,0,0,0,1,0,0
340,983193,The Adventures of Tintin,"$77,591,831","$296,402,120","$9,720,993",PG,61,Paramount Pictures,Steven Spielberg,Jamie Bell,Andy Serkis,9,0,0,0,0,0,0,0,1,0,0
92,1190080,2012,"$166,112,167","$625,105,659","$65,237,614",PG-13,74,Sony Pictures Entertainment (SPE),Roland Emmerich,John Cusack,Thandie Newton,11,0,0,1,0,0,0,0,1,0,0
302,437086,Alita: Battle Angel,"$85,710,210","$319,142,333","$28,525,613",PG-13,49,Twentieth Century Fox,Robert Rodriguez,Rosa Salazar,Christoph Waltz,1,0,1,0,1,0,0,0,1,0,0
546,1365519,Tomb Raider,"$58,250,803","$216,400,000","$23,633,317",PG-13,42,Warner Bros.,Roar Uthaug,Alicia Vikander,Dominic West,2,0,0,0,0,0,0,1,1,0,0
800,2369135,Need for Speed,"$43,577,636","$159,700,000","$17,844,939",PG-13,51,Walt Disney Studios Motion Pictures,Scott Waugh,Aaron Paul,Dominic Cooper,6,0,0,0,0,0,1,0,1,0,0
797,2719848,Everest,"$43,482,270","$159,945,314","$7,222,035",PG-13,67,Universal Pictures,Baltasar Kormákur,Jason Clarke,Ang Phula Sherpa,5,0,0,0,0,1,0,0,1,0,0
159,3371366,Transformers: The Last Knight,"$130,168,683","$475,256,474","$44,680,073",PG-13,54,Paramount Pictures,Michael Bay,Mark Wahlberg,Anthony Hopkins,3,1,1,0,0,0,0,0,1,0,0
953,1637688,In Time,"$37,520,095","$136,410,501","$12,050,368",PG-13,51,Twentieth Century Fox,Andrew Niccol,Justin Timberlake,Amanda Seyfried,9,0,0,0,1,0,0,0,1,0,0
485,1440129,Battleship,"$65,422,625","$237,602,860","$25,534,825",PG-13,56,Universal Pictures,Peter Berg,Alexander Skarsgård,Brooklyn Decker,8,0,0,0,0,1,0,0,1,0,0
90,1790809,Pirates of the Caribbean: Dead Men Tell No Tales,"$172,558,876","$622,322,566","$62,983,253",PG-13,52,Walt Disney Studios Motion Pictures,Joachim Rønning,Johnny Depp,Geoffrey Rush,3,0,1,0,0,0,1,0,1,0,0
726,320661,Kingdom of Heaven,"$47,398,413","$170,724,214","$19,635,996",R,65,Twentieth Century Fox,Ridley Scott,Orlando Bloom,Eva Green,15,0,0,0,1,0,0,0,1,0,0
1023,399201,The Island,"$35,818,913","$127,130,251","$12,409,070",PG-13,48,DreamWorks Distribution,Michael Bay,Scarlett Johansson,Ewan McGregor,15,1,0,0,0,0,0,0,1,0,0
481,1606378,A Good Day to Die Hard,"$67,349,198","$237,304,984","$24,834,845",R,56,Twentieth Century Fox,John Moore,Bruce Willis,Jai Courtney,7,0,1,0,1,0,0,0,1,0,0
65,1080016,Ice Age: Dawn of the Dinosaurs,"$196,573,705","$690,113,112","$41,690,382",PG,65,Twentieth Century Fox,Carlos Saldanha,Ray Romano,John Leguizamo,11,0,1,0,1,0,0,0,0,1,0
28,2109248,Transformers: Age of Extinction,"$245,439,076","$858,614,996","$100,038,390",PG-13,55,Paramount Pictures,Michael Bay,Mark Wahlberg,Nicola Peltz,6,1,1,0,0,0,0,0,1,0,0
480,5758778,Skyscraper,"$68,420,120","$236,448,841","$24,905,015",PG-13,66,Universal Pictures,Rawson Marshall Thurber,Dwayne Johnson,Neve Campbell,2,0,0,0,0,1,0,0,1,0,0
342,1911658,Penguins of Madagascar,"$83,850,911","$289,664,710","$25,447,444",PG,61,Twentieth Century Fox,Eric Darnell,Tom McGrath,Chris Miller,6,0,0,0,1,0,0,0,0,1,0
66,2379713,Spectre,"$200,074,609","$680,600,000","$70,403,148",PG-13,65,Sony Pictures Entertainment (SPE),Sam Mendes,Daniel Craig,Christoph Waltz,5,1,1,1,0,0,0,0,1,0,0
646,2094766,Assassin's Creed,"$54,647,948","$186,049,908","$10,278,225",PG-13,71,Twentieth Century Fox,Justin Kurzel,Michael Fassbender,Marion Cotillard,4,0,0,0,1,0,0,0,1,0,0
1090,947810,Green Zone,"$35,053,660","$119,657,778","$14,309,295",R,33,Universal Pictures,Paul Greengrass,Matt Damon,Jason Isaacs,11,0,0,0,0,1,0,0,1,0,0
826,2398241,Smurfs: The Lost Village,"$45,020,282","$152,163,264","$13,210,449",PG,63,Sony Pictures Entertainment (SPE),Kelly Asbury,Demi Lovato,Rainn Wilson,3,0,1,1,0,0,0,0,0,1,0
37,1298650,Pirates of the Caribbean: On Stranger Tides,"$241,071,802","$804,642,000","$90,151,958",PG-13,75,Walt Disney Studios Motion Pictures,Rob Marshall,Johnny Depp,Penélope Cruz,9,0,1,0,0,0,1,0,1,0,0
219,4777008,Maleficent: Mistress of Evil,"$113,929,605","$377,800,484","$36,948,713",PG,54,Walt Disney Studios Motion Pictures,Joachim Rønning,Angelina Jolie,Elle Fanning,1,0,1,0,0,0,1,0,0,1,0
8,2820852,Furious 7,"$353,007,020","$1,162,041,131","$147,187,040",PG-13,68,Universal Pictures,James Wan,Vin Diesel,Paul Walker,5,0,1,0,0,1,0,0,1,0,0
765,455824,Australia,"$49,554,002","$162,233,509","$14,800,723",PG-13,77,Twentieth Century Fox,Baz Luhrmann,Nicole Kidman,Hugh Jackman,12,0,0,0,1,0,0,0,0,1,0
1154,1615160,The Foreigner,"$34,393,507","$111,024,563","$13,113,024",R,48,STX Entertainment,Martin Campbell,Katie Leung,Jackie Chan,3,1,0,0,0,0,0,0,1,0,0
157,795421,Mamma Mia!,"$144,169,664","$465,743,920","$27,751,240",PG-13,68,Universal Pictures,Phyllida Lloyd,Meryl Streep,Pierce Brosnan,12,0,0,0,0,1,0,0,0,0,1
169,1677720,Ready Player One,"$137,690,172","$445,203,499","$41,764,050",PG-13,42,Warner Bros.,Steven Spielberg,Tye Sheridan,Olivia Cooke,2,1,0,0,0,0,0,1,1,0,0
277,2231461,Rampage,"$101,028,233","$327,000,000","$35,753,093",PG-13,42,Warner Bros.,Brad Peyton,Dwayne Johnson,Naomie Harris,2,0,0,0,0,0,0,1,1,0,0
581,6450804,Terminator: Dark Fate,"$62,253,077","$198,866,215","$29,033,832",R,49,Paramount Pictures,Tim Miller,Linda Hamilton,Arnold Schwarzenegger,1,0,1,0,0,0,0,0,1,0,0
986,1219827,Ghost in the Shell,"$40,563,557","$129,238,364","$18,676,033",PG-13,57,Paramount Pictures,Rupert Sanders,Scarlett Johansson,Pilou Asbæk,3,0,0,0,0,0,0,0,1,0,0
61,1727824,Bohemian Rhapsody,"$216,668,042","$687,295,136","$51,061,119",PG-13,51,Twentieth Century Fox,Bryan Singer,Rami Malek,Lucy Boynton,2,0,0,0,1,0,0,0,0,0,0
563,1528100,Exodus: Gods and Kings,"$65,014,513","$203,161,118","$24,115,934",PG-13,45,Twentieth Century Fox,Ridley Scott,Christian Bale,Joel Edgerton,6,0,1,0,1,0,0,0,1,0,0
642,1234721,RoboCop,"$58,607,007","$184,081,958","$21,681,430",PG-13,55,Sony Pictures Entertainment (SPE),José Padilha,Joel Kinnaman,Gary Oldman,6,0,0,1,0,0,0,0,1,0,0
665,1605630,American Reunion,"$57,011,521","$177,978,063","$21,514,080",R,50,Universal Pictures,Jon Hurwitz,Jason Biggs,Alyson Hannigan,8,0,1,0,0,1,0,0,0,0,1
537,1243957,The Tourist,"$67,631,157","$211,149,284","$16,472,458",PG-13,69,Sony Pictures Entertainment (SPE),Florian Henckel von Donnersmarck,Johnny Depp,Angelina Jolie,10,0,0,1,0,0,0,0,1,0,0
296,4649466,Kingsman: The Golden Circle,"$100,234,838","$310,667,824","$39,023,010",R,70,Twentieth Century Fox,Matthew Vaughn,Taron Egerton,Colin Firth,3,0,1,0,1,0,0,0,1,0,0
251,325710,The Last Samurai,"$111,127,263","$343,500,000","$24,271,354",R,28,Warner Bros.,Edward Zwick,Tom Cruise,Ken Watanabe,17,0,0,0,0,0,0,1,1,0,0
632,314331,Love Actually,"$59,696,144","$185,239,238","$6,886,080",R,51,Universal Pictures,Richard Curtis,Hugh Grant,Martine McCutcheon,17,0,0,0,0,1,0,0,0,0,1
137,4123430,Fantastic Beasts: The Crimes of Grindelwald,"$159,555,901","$495,300,000","$62,163,104",PG-13,43,Warner Bros.,David Yates,Eddie Redmayne,Katherine Waterston,2,0,1,0,0,0,0,1,0,1,0
696,1428538,Hansel & Gretel: Witch Hunters,"$55,703,475","$170,646,274","$19,690,956",R,52,Paramount Pictures,Tommy Wirkola,Jeremy Renner,Gemma Arterton,7,1,1,0,0,0,0,0,1,0,0
637,1815862,After Earth,"$60,522,097","$183,089,885","$27,520,040",PG-13,56,Sony Pictures Entertainment (SPE),M. Night Shyamalan,Jaden Smith,David Denman,7,0,0,1,0,0,0,0,1,0,0
133,1302011,Kung Fu Panda 2,"$165,249,063","$500,443,218","$47,656,302",PG,65,DreamWorks,Jennifer Yuh Nelson,Jack Black,Angelina Jolie,9,0,1,0,0,0,0,0,1,0,0
295,1663662,Pacific Rim,"$101,802,906","$309,200,000","$37,285,325",PG-13,54,Warner Bros.,Guillermo del Toro,Idris Elba,Charlie Hunnam,7,0,0,0,0,0,0,1,1,0,0
77,1270797,Venom,"$213,515,506","$642,569,645","$80,255,756",PG-13,75,Sony Pictures Entertainment (SPE),Ruben Fleischer,Tom Hardy,Michelle Williams,2,1,0,1,0,0,0,0,1,0,0
1188,1800741,Step Up Revolution,"$35,074,677","$105,396,069","$11,731,708",PG-13,42,Lionsgate,Scott Speer,Kathryn McCormick,Ryan Guzman,8,0,1,0,0,0,0,0,0,0,0
288,980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,"$104,386,950","$311,299,267","$24,005,069",PG,75,Twentieth Century Fox,Michael Apted,Ben Barnes,Skandar Keynes,10,0,1,0,1,0,0,0,0,1,0
1114,1335975,47 Ronin,"$38,362,475","$113,421,364","$9,910,310",PG-13,48,Universal Pictures,Carl Rinsch,Keanu Reeves,Hiroyuki Sanada,7,0,0,0,0,1,0,0,1,0,0
175,472181,The Smurfs,"$142,614,158","$421,135,165","$35,611,637",PG,81,Sony Pictures Entertainment (SPE),Raja Gosnell,Hank Azaria,Katy Perry,9,0,0,1,0,0,0,0,0,1,0
536,243155,Bridget Jones's Diary,"$71,543,427","$210,386,368","$10,733,933",R,15,Miramax,Sharon Maguire,Renée Zellweger,Colin Firth,19,1,0,0,0,0,0,0,0,0,1
304,859163,The Mummy: Tomb of the Dragon Emperor,"$102,491,776","$300,958,054","$40,457,770",PG-13,70,Universal Pictures,Rob Cohen,Brendan Fraser,Jet Li,12,0,1,0,0,1,0,0,1,0,0
794,349683,King Arthur,"$51,882,244","$151,685,613","$15,193,907",PG-13,38,Walt Disney Studios Motion Pictures,Antoine Fuqua,Clive Owen,Stephen Dillane,16,1,0,0,0,0,1,0,1,0,0
38,3469046,Despicable Me 3,"$264,624,300","$770,175,831","$72,434,025",PG,67,Universal Pictures,Kyle Balda,Steve Carell,Kristen Wiig,3,0,1,0,0,1,0,0,0,1,0
498,2567026,Alice Through the Looking Glass,"$77,041,381","$222,415,643","$26,858,726",PG,46,Walt Disney Studios Motion Pictures,James Bobin,Mia Wasikowska,Johnny Depp,4,1,1,0,0,0,1,0,0,1,0
533,401729,John Carter,"$73,078,100","$211,061,000","$30,180,188",PG-13,52,Walt Disney Studios Motion Pictures,Andrew Stanton,Taylor Kitsch,Lynn Collins,8,1,0,0,0,0,1,0,1,0,0
