,id,Title,Domestic_Gross,Foreign_Gross,domestic_opening_gross,rating,foreign_market_count,distributor,director,actor_1,actor_2,Years_Since_Release,Is_Adaptation,Is_Sequel,Sony Pictures Entertainment (SPE),Twentieth Century Fox,Universal Pictures,Walt Disney Studios Motion Pictures,Warner Bros.,Action,Adventure,Comedy
108,1386697,Suicide Squad,"$325,100,054","$421,746,840","$133,682,248",PG-13,40,Warner Bros.,David Ayer,Will Smith,Jared Leto,4,0,0,0,0,0,0,1,1,0,0
884,448011,Knowing,"$79,957,634","$103,700,864","$24,604,751",PG-13,57,Summit Entertainment,Alex Proyas,Nicolas Cage,Chandler Canterbury,13,1,0,0,0,0,0,0,1,0,0
959,3631112,The Girl on the Train,"$75,395,035","$97,790,824","$24,536,265",R,58,Universal Pictures,Tate Taylor,Emily Blunt,Haley Bennett,4,1,0,0,0,1,0,0,0,0,0
131,770828,Man of Steel,"$291,045,518","$377,000,000","$116,619,362",PG-13,54,Warner Bros.,Zack Snyder,Henry Cavill,Amy Adams,7,0,1,0,0,0,0,1,1,0,0
935,429493,The A-Team,"$77,222,099","$100,016,697","$25,669,455",PG-13,58,Twentieth Century Fox,Joe Carnahan,Liam Neeson,Bradley Cooper,10,1,0,0,1,0,0,0,1,0,0
1163,266987,Spy Game,"$62,362,560","$80,687,000","$21,689,125",R,23,Universal Pictures,Tony Scott,Robert Redford,Brad Pitt,19,0,0,0,0,1,0,0,1,0,0
1121,1111422,The Taking of Pelham 123,"$65,452,312","$84,713,814","$23,373,102",R,79,Sony Pictures Entertainment (SPE),Tony Scott,Denzel Washington,John Travolta,11,0,0,1,0,0,0,0,1,0,0
548,1985966,Cloudy With a Chance of Meatballs 2,"$119,793,567","$154,532,382","$34,017,930",PG,54,Sony Pictures Entertainment (SPE),Cody Cameron,Bill Hader,Anna Faris,7,0,0,1,0,0,0,0,0,1,0
489,486576,Fantastic 4: Rise of the Silver Surfer,"$131,921,738","$169,991,393","$58,051,684",PG,73,Twentieth Century Fox,Tim Story,Ioan Gruffudd,Jessica Alba,13,0,1,0,1,0,0,0,1,0,0
172,477347,Night at the Museum,"$250,863,268","$323,617,573","$30,433,781",PG,71,Twentieth Century Fox,Shawn Levy,Ben Stiller,Carla Gugino,14,1,0,0,1,0,0,0,0,1,0
1003,3682448,Bridge of Spies,"$72,313,754","$93,164,594","$15,371,203",PG-13,61,Walt Disney Studios Motion Pictures,Steven Spielberg,Tom Hanks,Mark Rylance,5,0,0,0,0,0,1,0,0,0,0
168,480249,I Am Legend,"$256,393,010","$329,017,042","$77,211,321",PG-13,61,Warner Bros.,Francis Lawrence,Will Smith,Alice Braga,13,0,0,0,0,0,0,1,1,0,0
503,2908446,The Divergent Series: Insurgent,"$130,179,072","$166,823,455","$52,263,680",PG-13,67,Lionsgate,Robert Schwentke,Shailene Woodley,Ansel Elgort,5,1,1,0,0,0,0,0,1,0,0
73,121766,Star Wars: Episode III - Revenge of the Sith,"$380,270,577","$488,119,983","$108,435,841",PG-13,67,Twentieth Century Fox,George Lucas,Hayden Christensen,Natalie Portman,15,0,1,0,1,0,0,0,1,0,0
707,1068680,Yes Man,"$97,690,976","$125,550,661","$18,262,471",PG-13,62,Warner Bros.,Peyton Reed,Jim Carrey,Zooey Deschanel,12,1,0,0,0,0,0,1,0,0,1
193,1217209,Brave,"$237,283,207","$301,700,000","$66,323,594",PG,54,Walt Disney Studios Motion Pictures,Mark Andrews,Kelly Macdonald,Billy Connolly,8,0,0,0,0,0,1,0,0,1,0
215,892769,How to Train Your Dragon,"$217,581,231","$277,297,528","$43,732,319",PG,59,DreamWorks,Dean DeBlois,Jay Baruchel,Gerard Butler,10,1,0,0,0,0,0,0,1,0,0
671,1568346,The Girl with the Dragon Tattoo,"$102,515,793","$130,101,637","$12,768,604",R,49,Sony Pictures Entertainment (SPE),David Fincher,Daniel Craig,Rooney Mara,9,1,0,1,0,0,0,0,0,0,0
256,213149,Pearl Harbor,"$198,542,554","$250,678,391","$59,078,912",PG-13,9,Walt Disney Studios Motion Pictures,Michael Bay,Ben Affleck,Kate Beckinsale,19,0,0,0,0,0,1,0,1,0,0
402,1679335,Trolls,"$153,707,064","$193,157,398","$46,581,142",PG,52,Twentieth Century Fox,Mike Mitchell,Anna Kendrick,Justin Timberlake,4,0,0,0,1,0,0,0,0,1,0
1193,780653,The Wolfman,"$61,979,680","$77,810,085","$31,479,235",R,58,Universal Pictures,Joe Johnston,Benicio Del Toro,Anthony Hopkins,10,0,0,0,0,1,0,0,0,0,0
767,311113,Master and Commander: The Far Side of the World,"$93,927,920","$117,694,615","$25,105,990",PG-13,62,Twentieth Century Fox,Peter Weir,Russell Crowe,Paul Bettany,17,1,1,0,1,0,0,0,1,0,0
591,368447,The Village,"$114,197,520","$142,500,000","$50,746,142",PG-13,37,Walt Disney Studios Motion Pictures,M. Night Shyamalan,Sigourney Weaver,William Hurt,17,0,0,0,0,0,1,0,0,0,0
774,289765,Red Dragon,"$93,149,898","$116,046,400","$36,540,945",R,52,Universal Pictures,Brett Ratner,Anthony Hopkins,Edward Norton,18,1,0,0,0,1,0,0,0,0,0
105,1951265,The Hunger Games: Mockingjay - Part 1,"$337,135,885","$418,220,826","$121,897,634",PG-13,86,Lionsgate,Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,6,1,1,0,0,0,0,0,1,0,0
1024,373926,The Interpreter,"$72,708,161","$90,236,762","$22,822,455",PG-13,53,Universal Pictures,Sydney Pollack,Nicole Kidman,Sean Penn,15,0,0,0,0,1,0,0,0,0,0
235,7349950,It Chapter Two,"$211,593,228","$261,500,000","$91,062,152",R,42,Warner Bros.,Andy Muschietti,Jessica Chastain,James McAvoy,1,0,0,0,0,0,0,1,0,0,0
775,1964418,Tomorrowland,"$93,436,322","$115,599,346","$33,028,165",PG,62,Walt Disney Studios Motion Pictures,Brad Bird,George Clooney,Britt Robertson,5,0,0,0,0,0,1,0,1,0,0
670,328828,American Wedding,"$104,565,114","$128,157,821","$33,369,440",R,50,Universal Pictures,Jesse Dylan,Jason Biggs,Alyson Hannigan,17,0,1,0,0,1,0,0,0,0,1
619,6823368,Glass,"$111,048,468","$135,950,571","$40,328,920",PG-13,52,Universal Pictures,M. Night Shyamalan,James McAvoy,Bruce Willis,1,0,1,0,0,1,0,0,0,0,0
120,418279,Transformers,"$319,246,193","$390,463,587","$70,502,384",PG-13,67,DreamWorks,Michael Bay,Shia LaBeouf,Megan Fox,13,1,0,0,0,0,0,0,1,0,0
926,1568911,War Horse,"$79,884,879","$97,700,000","$7,515,402",PG-13,51,Walt Disney Studios Motion Pictures,Steven Spielberg,Jeremy Irvine,Emily Watson,9,1,0,0,0,0,1,0,1,0,0
993,411477,Hellboy II: The Golden Army,"$75,986,503","$92,332,740","$34,539,115",PG-13,68,Universal Pictures,Guillermo del Toro,Ron Perlman,Selma Blair,12,0,1,0,0,1,0,0,1,0,0
1079,479143,Rocky Balboa,"$70,270,943","$85,658,077","$12,158,168",PG,69,Metro-Goldwyn-Mayer (MGM),Sylvester Stallone,Sylvester Stallone,Antonio Tarver,14,0,1,0,0,0,0,0,1,0,0
75,3896198,Guardians of the Galaxy Vol. 2,"$389,813,101","$473,942,950","$146,510,104",PG-13,52,Walt Disney Studios Motion Pictures,James Gunn,Chris Pratt,Zoe Saldana,3,0,0,0,0,0,1,0,1,0,0
929,370263,Alien vs. Predator,"$80,282,231","$97,144,859","$38,291,056",PG-13,64,Twentieth Century Fox,Paul W.S. Anderson,Sanaa Lathan,Lance Henriksen,16,0,0,0,1,0,0,0,1,0,0
1178,304415,Mona Lisa Smile,"$63,860,942","$77,477,047","$11,528,498",PG-13,25,Revolution Studios,Mike Newell,Julia Roberts,Kirsten Dunst,17,0,0,0,0,0,0,0,0,0,0
1132,4786282,Lights Out,"$67,268,835","$81,600,000","$21,688,103",PG-13,39,Warner Bros.,David F. Sandberg,Teresa Palmer,Gabriel Bateman,4,0,0,0,0,0,0,1,0,0,0
872,230011,Atlantis: The Lost Empire,"$84,056,472","$101,997,253","$329,011",PG,14,Walt Disney Studios Motion Pictures,Gary Trousdale,Michael J. Fox,Jim Varney,19,1,1,0,0,0,1,0,1,0,0
1138,236493,The Mexican,"$66,845,033","$81,000,000","$20,108,829",R,7,DreamWorks Distribution,Gore Verbinski,Brad Pitt,Julia Roberts,19,0,0,0,0,0,0,0,0,1,0
3,2488496,Star Wars: Episode VII - The Force Awakens,"$936,662,225","$1,131,561,811","$247,966,675",PG-13,62,Walt Disney Studios Motion Pictures,J.J. Abrams,Daisy Ridley,John Boyega,5,0,1,0,0,0,1,0,1,0,0
351,2267998,Gone Girl,"$167,767,189","$201,563,174","$37,513,109",R,64,Twentieth Century Fox,David Fincher,Ben Affleck,Rosamund Pike,6,1,0,0,1,0,0,0,0,0,0
515,407887,The Departed,"$132,384,315","$159,080,719","$26,887,467",R,46,Warner Bros.,Martin Scorsese,Leonardo DiCaprio,Matt Damon,14,0,0,0,0,0,0,1,0,0,0
816,1245526,RED,"$90,380,162","$108,626,225","$21,761,408",PG-13,56,Summit Entertainment,Robert Schwentke,Bruce Willis,Helen Mirren,10,0,0,0,0,0,0,0,1,0,0
749,1152836,Public Enemies,"$97,104,620","$117,000,000","$25,271,675",R,60,Universal Pictures,Michael Mann,Christian Bale,Johnny Depp,11,1,0,0,0,1,0,0,0,0,0
1194,890870,Saw IV,"$63,300,095","$76,052,538","$31,756,764",R,52,Lionsgate,Darren Lynn Bousman,Tobin Bell,Scott Patterson,13,0,1,0,0,0,0,0,0,0,0
412,327084,Over the Hedge,"$155,019,340","$184,776,550","$38,457,003",PG,63,DreamWorks,Tim Johnson,Bruce Willis,Garry Shandling,14,0,0,0,0,0,0,0,0,1,0
907,6294822,The Post,"$81,903,458","$97,866,009","$526,011",PG-13,67,Twentieth Century Fox,Steven Spielberg,Meryl Streep,Tom Hanks,3,0,0,0,1,0,0,0,0,0,0
261,209163,The Mummy Returns,"$202,019,785","$241,261,119","$68,139,035",PG-13,54,Universal Pictures,Stephen Sommers,Brendan Fraser,Rachel Weisz,19,0,1,0,0,1,0,0,1,0,0
715,369339,Collateral,"$101,005,703","$119,920,992","$24,701,458",R,61,DreamWorks Distribution,Michael Mann,Tom Cruise,Jamie Foxx,16,0,0,0,0,0,0,0,0,0,0
772,230600,The Others,"$96,522,687","$113,424,350","$14,089,952",PG-13,20,Miramax,Alejandro Amenábar,Nicole Kidman,Christopher Eccleston,19,0,0,0,0,0,0,0,0,0,0
327,268380,Ice Age,"$176,387,405","$206,869,731","$46,312,454",PG,65,Twentieth Century Fox,Chris Wedge,Denis Leary,John Leguizamo,18,0,0,0,1,0,0,0,0,1,0
322,2224026,Home,"$177,397,510","$208,644,097","$52,107,731",PG,65,Twentieth Century Fox,Tim Johnson,Jim Parsons,Rihanna,5,1,0,0,1,0,0,0,0,1,0
440,1001526,Megamind,"$148,415,853","$173,469,912","$46,016,833",PG,57,DreamWorks,Tom McGrath,Will Ferrell,Jonah Hill,10,0,0,0,0,0,0,0,1,0,0
406,2660888,Star Trek Beyond,"$158,848,340","$184,623,476","$59,253,211",PG-13,54,Paramount Pictures,Justin Lin,Chris Pine,Zachary Quinto,4,1,1,0,0,0,0,0,1,0,0
250,416449,300,"$210,614,939","$245,453,242","$70,885,301",R,62,Warner Bros.,Zack Snyder,Gerard Butler,Lena Headey,13,0,0,0,0,0,0,1,1,0,0
189,1323594,Despicable Me,"$251,513,985","$291,600,000","$56,397,125",PG,60,Universal Pictures,Pierre Coffin,Steve Carell,Jason Segel,10,0,0,0,0,1,0,0,0,0,0
965,1060277,Cloverfield,"$80,048,433","$92,345,747","$40,058,229",PG-13,65,Paramount Pictures,Matt Reeves,Mike Vogel,Jessica Lucas,12,0,0,0,0,0,0,0,1,0,0
736,1284575,Bad Teacher,"$100,292,856","$115,904,636","$31,603,106",R,65,Sony Pictures Entertainment (SPE),Jake Kasdan,Cameron Diaz,Jason Segel,9,0,0,1,0,0,0,0,0,0,1
731,405159,Million Dollar Baby,"$100,492,203","$116,271,443","$179,953",PG-13,41,Warner Bros.,Clint Eastwood,Hilary Swank,Clint Eastwood,16,1,0,0,0,0,0,1,0,0,0
98,1431045,Deadpool,"$363,070,709","$419,541,446","$132,434,639",R,65,Twentieth Century Fox,Tim Miller,Ryan Reynolds,Morena Baccarin,4,0,0,0,1,0,0,0,1,0,0
422,120667,Fantastic Four,"$154,696,080","$178,839,854","$56,061,504",PG-13,65,Twentieth Century Fox,Tim Story,Ioan Gruffudd,Michael Chiklis,15,0,0,0,1,0,0,0,1,0,0
812,239395,Cats & Dogs,"$93,385,515","$107,301,977","$21,707,617",PG,11,Warner Bros.,Lawrence Guterman,Alec Baldwin,Tobey Maguire,19,0,0,0,0,0,0,1,1,0,0
13,2527336,Star Wars: Episode VIII - The Last Jedi,"$620,181,382","$712,358,805","$220,009,584",PG-13,52,Walt Disney Studios Motion Pictures,Rian Johnson,Daisy Ridley,John Boyega,3,0,1,0,0,0,1,0,1,0,0
1017,377109,The Ring Two,"$76,231,249","$87,764,700","$35,065,237",PG-13,51,DreamWorks Distribution,Hideo Nakata,Naomi Watts,David Dorfman,15,0,1,0,0,0,0,0,0,0,0
898,331632,Scooby-Doo 2: Monsters Unleashed,"$84,216,833","$97,000,000","$29,438,331",PG,43,Warner Bros.,Raja Gosnell,Freddie Prinze Jr.,Sarah Michelle Gellar,16,1,1,0,0,0,0,1,0,1,0
921,388795,Brokeback Mountain,"$83,043,761","$95,018,998","$547,425",R,35,Focus Features,Ang Lee,Jake Gyllenhaal,Heath Ledger,15,1,0,0,0,0,0,0,0,0,0
934,1033575,The Descendants,"$82,584,160","$94,659,025","$1,190,096",R,51,Fox Searchlight Pictures,Alexander Payne,George Clooney,Shailene Woodley,9,1,0,0,0,0,0,0,0,0,1
1062,401792,Sin City,"$74,103,820","$84,630,000","$28,100,000",R,39,Dimension Films,Frank Miller,Mickey Rourke,Clive Owen,15,0,0,0,0,0,0,0,0,0,0
138,325980,Pirates of the Caribbean: The Curse of the Black Pearl,"$305,413,918","$348,850,097","$46,630,690",PG-13,28,Walt Disney Studios Motion Pictures,Gore Verbinski,Johnny Depp,Geoffrey Rush,17,0,1,0,0,0,1,0,1,0,0
388,264464,Catch Me If You Can,"$164,615,351","$187,498,961","$30,053,627",PG-13,54,DreamWorks Distribution,Steven Spielberg,Leonardo DiCaprio,Tom Hanks,18,0,0,0,0,0,0,0,0,0,0
122,1396484,It,"$328,828,874","$372,967,570","$123,403,419",R,41,Warner Bros.,Andy Muschietti,Bill Skarsgård,Jaeden Martell,3,0,0,0,0,0,0,1,0,0,0
390,212985,Hannibal,"$165,092,268","$186,600,000","$58,003,121",R,7,Metro-Goldwyn-Mayer (MGM),Ridley Scott,Anthony Hopkins,Julianne Moore,19,1,0,0,0,0,0,0,0,0,0
815,313737,Two Weeks Notice,"$93,354,851","$105,688,391","$14,328,494",PG-13,25,Warner Bros.,Marc Lawrence,Sandra Bullock,Hugh Grant,18,0,0,0,0,0,0,1,0,0,1
568,337741,Something's Gotta Give,"$124,728,738","$140,600,000","$16,064,723",PG-13,28,Sony Pictures Entertainment (SPE),Nancy Meyers,Jack Nicholson,Diane Keaton,17,0,0,1,0,0,0,0,0,0,1
663,3079380,Spy,"$110,825,712","$124,840,507","$29,085,719",R,62,Twentieth Century Fox,Paul Feig,Melissa McCarthy,Rose Byrne,5,0,0,0,1,0,0,0,1,0,0
1148,6189022,Angel Has Fallen,"$69,030,436","$77,631,541","$21,380,987",R,55,Lionsgate,Ric Roman Waugh,Gerard Butler,Frederick Schmidt,1,0,0,0,0,0,0,0,1,0,0
502,5164214,Ocean's 8,"$140,218,711","$157,500,000","$41,607,378",PG-13,40,Warner Bros.,Gary Ross,Sandra Bullock,Cate Blanchett,2,0,0,0,0,0,0,1,1,0,0
1026,988595,27 Dresses,"$76,808,654","$85,846,697","$23,007,725",PG-13,68,Twentieth Century Fox,Anne Fletcher,Katherine Heigl,James Marsden,12,0,0,0,1,0,0,0,0,0,1
984,1222817,Zookeeper,"$80,360,843","$89,491,916","$20,065,617",PG,69,Sony Pictures Entertainment (SPE),Frank Coraci,Kevin James,Rosario Dawson,9,0,0,1,0,0,0,0,0,0,1
40,2277860,Finding Dory,"$486,295,561","$542,275,328","$135,060,273",PG,51,Walt Disney Studios Motion Pictures,Andrew Stanton,Ellen DeGeneres,Albert Brooks,4,0,1,0,0,0,1,0,0,1,0
1145,244244,Swordfish,"$69,772,969","$77,307,444","$18,145,632",R,13,Warner Bros.,Dominic Sena,John Travolta,Hugh Jackman,19,0,0,0,0,0,0,1,1,0,0
95,316654,Spider-Man 2,"$373,585,825","$415,390,628","$88,156,227",PG-13,72,Sony Pictures Entertainment (SPE),Sam Raimi,Tobey Maguire,Kirsten Dunst,16,0,1,1,0,0,0,0,1,0,0
1128,1411238,No Strings Attached,"$70,662,220","$78,565,857","$19,652,921",R,59,Paramount Pictures,Ivan Reitman,Natalie Portman,Ashton Kutcher,9,0,0,0,0,0,0,0,0,0,1
1108,443274,Vantage Point,"$72,266,306","$79,773,576","$22,874,936",PG-13,77,Sony Pictures Entertainment (SPE),Pete Travis,Dennis Quaid,Forest Whitaker,12,0,0,1,0,0,0,0,1,0,0
766,1231583,Due Date,"$100,539,043","$111,241,781","$32,689,406",R,58,Warner Bros.,Todd Phillips,Robert Downey Jr.,Zach Galifianakis,10,0,0,0,0,0,0,1,0,0,1
60,298148,Shrek 2,"$441,226,247","$487,534,523","$108,037,878",PG,62,DreamWorks Distribution,Andrew Adamson,Mike Myers,Eddie Murphy,16,1,1,0,0,0,0,0,0,1,0
692,3890160,Baby Driver,"$107,825,862","$119,119,225","$20,553,320",R,71,TriStar Pictures,Edgar Wright,Ansel Elgort,Jon Bernthal,3,0,0,0,0,0,0,0,1,0,0
299,1099212,Twilight,"$193,962,473","$214,467,942","$69,637,740",PG-13,57,Summit Entertainment,Catherine Hardwicke,Kristen Stewart,Robert Pattinson,12,1,0,0,0,0,0,0,0,0,0
139,121765,Star Wars: Episode II - Attack of the Clones,"$310,676,740","$343,103,230","$80,027,814",PG,63,Twentieth Century Fox,George Lucas,Hayden Christensen,Natalie Portman,18,0,1,0,1,0,0,0,1,0,0
873,454848,Inside Man,"$88,513,495","$97,490,096","$28,954,945",R,62,Universal Pictures,Spike Lee,Denzel Washington,Clive Owen,14,0,0,0,0,1,0,0,0,0,0
477,3794354,Sonic the Hedgehog,"$146,066,470","$160,700,000","$58,018,348",PG,56,Paramount Pictures,Jeff Fowler,Ben Schwartz,James Marsden,0,0,0,0,0,0,0,0,1,0,0
217,1623205,Oz The Great and Powerful,"$234,911,825","$258,400,000","$79,110,453",PG,55,Walt Disney Studios Motion Pictures,Sam Raimi,James Franco,Michelle Williams,7,0,0,0,0,0,1,0,0,1,0
927,1536044,Paranormal Activity 2,"$84,752,907","$92,759,125","$40,678,424",R,52,Paramount Pictures,Tod Williams,Katie Featherston,Micah Sloat,10,0,1,0,0,0,0,0,0,0,0
348,458339,Captain America: The First Avenger,"$176,654,505","$193,915,269","$65,058,524",PG-13,64,Paramount Pictures,Joe Johnston,Chris Evans,Hugo Weaving,9,0,1,0,0,0,0,0,1,0,0
464,970866,Little Fockers,"$148,438,600","$162,211,985","$30,833,665",PG-13,57,Universal Pictures,Paul Weitz,Ben Stiller,Teri Polo,10,0,1,0,0,1,0,0,0,0,1
545,146316,Lara Croft: Tomb Raider,"$131,168,070","$143,535,270","$47,735,743",PG-13,53,Paramount Pictures,Simon West,Angelina Jolie,Jon Voight,19,0,1,0,0,0,0,0,1,0,0
247,465234,National Treasure: Book of Secrets,"$219,964,115","$239,278,134","$44,783,772",PG,62,Walt Disney Studios Motion Pictures,Jon Turteltaub,Nicolas Cage,Diane Kruger,13,0,1,0,0,0,1,0,1,0,0
1100,8079248,Yesterday,"$73,286,650","$79,724,048","$17,010,050",PG-13,63,Universal Pictures,Danny Boyle,Himesh Patel,Lily James,1,0,0,0,0,1,0,0,0,0,1
745,1564367,Just Go with It,"$103,028,109","$111,917,482","$30,514,732",PG-13,70,Sony Pictures Entertainment (SPE),Dennis Dugan,Adam Sandler,Jennifer Aniston,9,0,0,1,0,0,0,0,0,0,1
753,338751,The Aviator,"$102,610,330","$111,109,612","$858,021",PG-13,46,Miramax,Martin Scorsese,Leonardo DiCaprio,Cate Blanchett,16,1,0,0,0,0,0,0,0,0,0
31,2527338,Star Wars: Episode IX - The Rise of Skywalker,"$515,202,542","$558,941,706","$177,383,864",PG-13,53,Walt Disney Studios Motion Pictures,J.J. Abrams,Daisy Ridley,John Boyega,1,0,1,0,0,0,1,0,1,0,0
80,1055369,Transformers: Revenge of the Fallen,"$402,111,870","$434,191,823","$108,966,307",PG-13,66,DreamWorks,Michael Bay,Shia LaBeouf,Megan Fox,11,1,1,0,0,0,0,0,1,0,0
282,1502397,Bad Boys for Life,"$204,417,855","$220,200,000","$62,504,105",R,80,Sony Pictures Entertainment (SPE),Adil El Arbi,Will Smith,Martin Lawrence,0,0,0,1,0,0,0,0,1,0,0
640,298203,8 Mile,"$116,750,901","$126,124,177","$51,240,555",R,53,Universal Pictures,Curtis Hanson,Eminem,Brittany Murphy,18,0,0,0,0,1,0,0,0,0,0
343,458525,X-Men Origins: Wolverine,"$179,883,157","$193,179,707","$85,058,003",PG-13,75,Twentieth Century Fox,Gavin Hood,Hugh Jackman,Liev Schreiber,11,0,1,0,1,0,0,0,1,0,0
561,765429,American Gangster,"$130,164,645","$139,590,785","$43,565,135",R,68,Universal Pictures,Ridley Scott,Denzel Washington,Russell Crowe,13,0,0,0,0,1,0,0,0,0,0
346,386588,Hitch,"$179,495,555","$192,098,655","$43,142,214",PG-13,73,Sony Pictures Entertainment (SPE),Andy Tennant,Will Smith,Eva Mendes,15,0,0,1,0,0,0,0,0,0,1
996,477080,Unstoppable,"$81,562,942","$86,242,524","$22,688,457",PG-13,67,Twentieth Century Fox,Tony Scott,Denzel Washington,Chris Pine,10,0,0,0,1,0,0,0,1,0,0
1007,489270,Saw III,"$80,238,724","$84,635,551","$33,610,391",R,36,Lionsgate,Darren Lynn Bousman,Tobin Bell,Shawnee Smith,14,0,1,0,0,0,0,0,0,0,0
577,358082,Robots,"$128,200,012","$134,311,478","$36,045,301",PG,65,Twentieth Century Fox,Chris Wedge,Ewan McGregor,Halle Berry,15,0,0,0,1,0,0,0,0,1,0
583,1650062,Super 8,"$127,004,179","$133,091,807","$35,451,168",PG-13,65,Paramount Pictures,J.J. Abrams,Elle Fanning,AJ Michalka,9,0,0,0,0,0,0,0,1,0,0
576,443453,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,"$128,505,958","$134,046,935","$26,455,463",R,56,Twentieth Century Fox,Larry Charles,Sacha Baron Cohen,Ken Davitian,14,0,1,0,1,0,0,0,0,0,1
828,258000,Panic Room,"$96,397,334","$100,682,212","$30,056,751",R,26,Sony Pictures Entertainment (SPE),David Fincher,Jodie Foster,Kristen Stewart,18,0,0,1,0,0,0,0,0,0,0
1149,2023587,Mama,"$71,628,180","$74,800,000","$28,402,310",PG-13,46,Universal Pictures,Andy Muschietti,Jessica Chastain,Nikolaj Coster-Waldau,7,0,0,0,0,1,0,0,0,0,0
17,3606756,Incredibles 2,"$608,581,744","$634,223,615","$182,687,905",PG,53,Walt Disney Studios Motion Pictures,Brad Bird,Craig T. Nelson,Holly Hunter,2,0,1,0,0,0,1,0,1,0,0
241,1408101,Star Trek Into Darkness,"$228,778,661","$238,586,585","$70,165,559",PG-13,55,Paramount Pictures,J.J. Abrams,Chris Pine,Zachary Quinto,7,1,1,0,0,0,0,0,1,0,0
723,1535109,Captain Phillips,"$107,100,855","$111,690,956","$25,718,314",PG-13,54,Sony Pictures Entertainment (SPE),Paul Greengrass,Tom Hanks,Barkhad Abdi,7,0,0,1,0,0,0,0,0,1,0
1032,1219289,Limitless,"$79,249,455","$82,600,000","$18,907,302",PG-13,49,Relativity Media,Neil Burger,Bradley Cooper,Anna Friel,9,1,0,0,0,0,0,0,0,0,0
793,960144,You Don't Mess with the Zohan,"$100,018,837","$104,294,563","$38,531,374",PG-13,65,Sony Pictures Entertainment (SPE),Dennis Dugan,Adam Sandler,John Turturro,12,0,0,1,0,0,0,0,0,0,1
353,163025,Jurassic Park III,"$181,171,875","$187,608,934","$50,771,645",PG-13,13,Universal Pictures,Joe Johnston,Sam Neill,William H. Macy,19,1,1,0,0,1,0,0,1,0,0
74,1951264,The Hunger Games: Catching Fire,"$424,668,047","$440,343,699","$158,074,286",PG-13,53,Lionsgate,Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,7,1,1,0,0,0,0,0,1,0,0
370,1155076,The Karate Kid,"$176,591,618","$182,534,404","$55,665,805",PG,59,Sony Pictures Entertainment (SPE),Harald Zwart,Jackie Chan,Jaden Smith,10,0,0,1,0,0,0,0,1,0,0
395,5028340,Mary Poppins Returns,"$171,958,438","$177,587,528","$23,523,121",PG,53,Walt Disney Studios Motion Pictures,Rob Marshall,Emily Blunt,Lin-Manuel Miranda,2,1,1,0,0,0,1,0,0,0,1
796,1302067,Yogi Bear,"$100,246,011","$103,263,363","$16,411,322",PG,55,Warner Bros.,Eric Brevig,Dan Aykroyd,Justin Timberlake,10,1,0,0,0,0,0,1,0,1,0
803,1620981,The Addams Family,"$100,044,905","$103,000,000","$30,300,007",PG,56,United Artists Releasing,Greg Tiernan,Oscar Isaac,Charlize Theron,1,1,0,0,0,0,0,0,0,0,0
82,145487,Spider-Man,"$407,022,860","$418,002,176","$114,844,116",PG-13,83,Sony Pictures Entertainment (SPE),Sam Raimi,Tobey Maguire,Kirsten Dunst,18,0,0,1,0,0,0,0,1,0,0
838,2066051,Rocketman,"$96,368,160","$98,811,139","$25,725,722",R,53,Paramount Pictures,Dexter Fletcher,Taron Egerton,Jamie Bell,1,0,0,0,0,0,0,0,0,0,0
270,1517451,A Star Is Born,"$215,288,866","$220,900,000","$42,908,051",R,42,Warner Bros.,Bradley Cooper,Lady Gaga,Bradley Cooper,2,0,0,0,0,0,0,1,0,0,0
917,343135,Along Came Polly,"$88,097,164","$90,214,565","$27,721,185",PG-13,59,Universal Pictures,John Hamburg,Ben Stiller,Jennifer Aniston,16,0,0,0,0,1,0,0,0,0,1
799,2543164,Arrival,"$100,546,139","$102,842,047","$24,074,047",PG-13,60,Paramount Pictures,Denis Villeneuve,Amy Adams,Jeremy Renner,4,1,0,0,0,0,0,0,0,0,0
798,259711,Vanilla Sky,"$100,618,344","$102,769,997","$25,015,518",R,19,Paramount Pictures,Cameron Crowe,Tom Cruise,Penélope Cruz,19,0,0,0,0,0,0,0,0,0,0
1124,810913,Jack and Jill,"$74,158,157","$75,515,631","$25,003,575",PG,50,Sony Pictures Entertainment (SPE),Dennis Dugan,Adam Sandler,Katie Holmes,9,0,0,1,0,0,0,0,0,0,1
1175,421729,Big Momma's House 2,"$70,165,972","$71,356,989","$27,736,056",PG-13,60,Twentieth Century Fox,John Whitesell,Martin Lawrence,Emily Procter,14,0,1,0,1,0,0,0,0,0,1
262,1231580,Alvin and the Chipmunks: The Squeakquel,"$219,614,612","$223,525,393","$48,875,415",PG,58,Twentieth Century Fox,Betty Thomas,Jason Lee,Zachary Levi,11,1,1,0,1,0,0,0,0,1,0
364,133152,Planet of the Apes,"$180,011,740","$182,200,000","$68,532,960",PG-13,13,Twentieth Century Fox,Tim Burton,Mark Wahlberg,Helena Bonham Carter,19,1,0,0,1,0,0,0,1,0,0
487,1046173,G.I. Joe: The Rise of Cobra,"$150,201,498","$152,267,519","$54,713,046",PG-13,66,Paramount Pictures,Stephen Sommers,Dennis Quaid,Channing Tatum,11,0,1,0,0,0,0,0,1,0,0
